name,retail_price,shortDescription,longDescription,brandName,thumbnailImage,mediumImage,largeImage,color,tag
"Fresh Express Salad, 9 Oz.",3.97,"Lettuce Trio, Bag 9 OZ Iceberg lettuce. Romaine lettuce. Green leaf lettuce. Excellent source of vitamin A + vitamin K. Thoroughly washed. Ready to eat. Guaranteed fresh. No preservatives. Lettuce Trio is an excellent source of vitamins A & vitamin K. Vitamin A contributes to the maintenance of normal vision. Vitamin K helps maintain healthy bones. Low fat diets rich in fruits and vegetables (foods that are low in fat and contain vitamin A, vitamin C and dietary fiber) may reduce the risk of some types of cancer, a disease associated with many factors. Fruits & veggies - more matters. Why we're so fresh! To guarantee Fresh Express salads are consistently, deliciously fresh, we: Cool our salads within hours of harvest and keep them chilled from field to store; Thoroughly rinse and gently dry; then seal them in our Keep-Crisp bag to maintain freshness; And deliver fresh salads daily. Fresh Express Promise: Freshness guaranteed! At Fresh Express, we are passionate about delivering the freshest, highest quality salads possible! Our team of food scientists and agricultural experts are committed to exceeding industry standards so we can guarantee the freshness of our salads, every single day. Questions? Comments? Call 1-800-242-5472 or visit www.FreshExpress.com. Premium garden. Get delicious recipes & more! Product of USA. Keep refrigerated. Reseal for freshness. 9 oz (255 g) PO Box 80599 Salinas, CA 93912 800-242-5472 2011 Fresh Express Incorporated","Salad, Lettuce TrioIceberg lettuce. Romaine lettuce. Green leaf lettuce. Excellent source of vitamin A + vitamin K. Thoroughly washed. Ready to eat. Guaranteed fresh. No preservatives. Lettuce Trio is an excellent source of vitamins A & vitamin K. Vitamin A contributes to the maintenance of normal vision. Vitamin K helps maintain healthy bones. Low fat diets rich in fruits and vegetables (foods that are low in fat and contain vitamin A, vitamin C and dietary fiber) may reduce the risk of some types of cancer, a disease associated with many factors. Fruits & veggies - more matters. Why we're so fresh! To guarantee Fresh Express salads are consistently, deliciously fresh, we: Cool our salads within hours of harvest and keep them chilled from field to store; Thoroughly rinse and gently dry; then seal them in our Keep-Crisp bag to maintain freshness; And deliver fresh salads daily. Fresh Express Promise: Freshness guaranteed! At Fresh Express, we are passionate about delivering the freshest, highest quality salads possible! Our team of food scientists and agricultural experts are committed to exceeding industry standards so we can guarantee the freshness of our salads, every single day. Questions? Comments? Call 1-800-242-5472 or visit www.FreshExpress.com. Premium garden. Get delicious recipes & more! Product of USA.",Fresh Express,https://i5.walmartimages.com/asr/eb5d5028-8f53-4d98-8415-740be1ae2d56_1.d36d19497a9d76b807a10602608f8762.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/eb5d5028-8f53-4d98-8415-740be1ae2d56_1.d36d19497a9d76b807a10602608f8762.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/eb5d5028-8f53-4d98-8415-740be1ae2d56_1.d36d19497a9d76b807a10602608f8762.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Express 5-Lettuce Mix, 6 Oz.",2.98,"5-Lettuce Mix 6 oz (170 g) Colorful mix of European lettuces. Thoroughly washed. Fresh! No preservatives. Over 80 years of freshness. Why we're so fresh! Cool and Crisp: Fresh Express cools our salads within hours of harvesting and keeps them cold all the way to the store. Washed & Ready: All Fresh Express salads are thoroughly washed, rinsed and gently dried, then sealed in a Keep-Crisp bag for long lasting freshness without preservatives. Delivered Fresh Daily: Fresh Express delivers the freshest salads to your store every day. Fresh Express Promise - Guaranteed Fresh: At Fresh Express, we are passionate about delivering the freshest, highest quality salads possible! Our team of food scientists and agricultural experts are committed to exceeding industry standards so we can guarantee the freshness of every leaf, every single day. Every Day Gourmet Salads. The Every Day Gourmet Salads line from Fresh Express - an exciting collection of lettuce varieties that are a gourmet start to your salad creation! Through years of exploring and tasting, we've developed the best salad mixes by hand-picking from 25 varieties of the finest lettuces and greens. We've done the work for you, now all you have to do is create and enjoy! Satisfaction guaranteed for a delicious salad! Fruits & veggies. More matters. Sealed for maximum freshness & safety. Guaranteed fresh. Product of USA & Mexico. Reseal for freshness. Keep refrigerated. Simple gourmet salad ideas with 5-lettuce mix. Serve it on the Side: Make an orchard salad, just add dried apricots, golden raisins, Chiquita Fruit Bites pre-cut apples and sliced green onions. Mix in a raspberry vinaigrette. Make it a Meal: For a grilled fish salad, toss in sliced cucumber, cherry tomatoes, sliced green onions. Mix in a ranch or vinaigrette dressing and top the salad with a warm piece of grilled fish. Pack it for Lunch: Create an Italian chef salad, add chopped slice salami, garbanzo beans, black olives, thinly sliced red onion and grated parmesan cheese. Toss with your favorite dressing or try red wine vinaigrette. 6 oz (170 g) PO Box 80599 Salinas, CA 93912 2006 Fresh Express Incorporated","5-Lettuce MixColorful mix of European lettuces. Thoroughly washed. Fresh! No preservatives. Over 80 years of freshness. Why we're so fresh! Cool and Crisp: Fresh Express cools our salads within hours of harvesting and keeps them cold all the way to the store. Washed & Ready: All Fresh Express salads are thoroughly washed, rinsed and gently dried, then sealed in a Keep-Crisp bag for long lasting freshness without preservatives. Delivered Fresh Daily: Fresh Express delivers the freshest salads to your store every day. Fresh Express Promise - Guaranteed Fresh: At Fresh Express, we are passionate about delivering the freshest, highest quality salads possible! Our team of food scientists and agricultural experts are committed to exceeding industry standards so we can guarantee the freshness of every leaf, every single day. Every Day Gourmet Salads. The Every Day Gourmet Salads line from Fresh Express - an exciting collection of lettuce varieties that are a gourmet start to your salad creation! Through years of exploring and tasting, we've developed the best salad mixes by hand-picking from 25 varieties of the finest lettuces and greens. We've done the work for you, now all you have to do is create and enjoy! Satisfaction guaranteed for a delicious salad! Fruits & veggies. More matters. Sealed for maximum freshness & safety. Guaranteed fresh. Product of USA & Mexico.",Fresh Express,https://i5.walmartimages.com/asr/e86fcc85-20e9-4b99-8229-84aa05474a36_1.bc49dbd9ce34b07e60e3b1fecbb6ec18.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e86fcc85-20e9-4b99-8229-84aa05474a36_1.bc49dbd9ce34b07e60e3b1fecbb6ec18.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e86fcc85-20e9-4b99-8229-84aa05474a36_1.bc49dbd9ce34b07e60e3b1fecbb6ec18.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Express� Organic Spring Mix, 5oz",2.76,Fresh Express Salad Orgnc Sprng Mx,Organic Spring Mix Salad,Fresh Express,https://i5.walmartimages.com/asr/99aabfc9-cd57-44f5-b89b-41b3de0f8094_1.4cdb3e8bedeb35ed36c6db006b4491af.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/99aabfc9-cd57-44f5-b89b-41b3de0f8094_1.4cdb3e8bedeb35ed36c6db006b4491af.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/99aabfc9-cd57-44f5-b89b-41b3de0f8094_1.4cdb3e8bedeb35ed36c6db006b4491af.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Express Organic Baby Arugula, 5 Oz.",5.98,"Baby Arugula 5 oz (142 g) Zesty baby Arugula. USDA organic. Thoroughly washed. Ready to eat. No preservatives. Certified organic by Quality Assurance International. Product of USA. Keep refrigerated. 5 oz (142 g) PO Box 80599 Salinas, CA 93912 800-242-5472 2007 Fresh Express Incorporated","Fresh Express: Baby Arugula Organic, 5 oz",Fresh Express,https://i5.walmartimages.com/asr/b4675159-bf28-4a3c-8353-85852ef09919_1.a5c6d9bf7b45d26f59e16293eed3b04a.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/b4675159-bf28-4a3c-8353-85852ef09919_1.a5c6d9bf7b45d26f59e16293eed3b04a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/b4675159-bf28-4a3c-8353-85852ef09919_1.a5c6d9bf7b45d26f59e16293eed3b04a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Express Organic Baby Romaine, 5 Oz.",5.98,"Baby Romaine 5 oz (142 g) Red & green baby Romaine. USDA organic. Thoroughly washed. Ready to eat. No preservatives. Certified organic by ASCO. Product of USA. Keep refrigerated. 5 oz (142 g) PO Box 80599 Salinas, CA 93912 800-242-5472 2007 Fresh Express Incorporated","Fresh Express: Baby Romaine Organic, 5 Oz",Fresh Express,https://i5.walmartimages.com/asr/9f112a64-48ed-45fc-b19d-698de36a92e4_1.7e8f02ce07a322cebd90c865970aac00.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/9f112a64-48ed-45fc-b19d-698de36a92e4_1.7e8f02ce07a322cebd90c865970aac00.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/9f112a64-48ed-45fc-b19d-698de36a92e4_1.7e8f02ce07a322cebd90c865970aac00.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Spice World Minced Garlic, 4.5 oz",1.97,Add more flavor to your favorite food with this Minced Garlic Jar. It gives you the taste of fresh garlic in a convenient container. Spice World minced garlic can add depth to your meals without the need to peel and chop a bulb. Simply measure a spoonful of this gourmet garlic and elevate your dishes. This quality produce contains no sodium or preservatives. Half a teaspoon equals approximately one clove of garlic.,"Garlic, minced Quality since 1949 No preservatives 0mg sodium per 1 teaspoon serving 0.5 teaspoon equals approximately 1 clove of garlic Add more flavor to meals without the need to peel and chop a bulb Jar contains 4.5 oz of Spice World Ready to use Garlic",Fresh Produce,https://i5.walmartimages.com/asr/8cc0a7fc-d9b1-4615-a368-e7256aa11331.e7ecdba504742211d311d32e201a6dae.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/8cc0a7fc-d9b1-4615-a368-e7256aa11331.e7ecdba504742211d311d32e201a6dae.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/8cc0a7fc-d9b1-4615-a368-e7256aa11331.e7ecdba504742211d311d32e201a6dae.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,spices_extracts
"Minced Garlic, 8 oz jar",3.24,"Add bold flavor to your homemade meals with Garland Foods Minced Garlic in Water. Ready to use, this garlic is gluten and salt free. Brush or spread on meats, fish, or poultry; stir or blend easily into sauces, dressings, and gravies; or blend with softened butter and parsley for out-of-this-world garlic bread. The possibilities are almost endless with this versatile spice. Packed in a convenient jar with a screw-on top, you can keep a bottle of this seasoning in your fridge ready to go at any moment. Flavor up your meals with Garland Foods Minced Garlic in Water.","Minced garlic in water 8-ounce jar Gluten and salt free Ready to use Brush or spread on meats, fish, or poultry Stir or blend easily into sauces, dressings, and gravies",Fresh Produce,https://i5.walmartimages.com/asr/02a74013-c0f5-4df8-abd7-ef7f7e7f5106.27040827f51d9659f956f8bd75c58ce2.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/02a74013-c0f5-4df8-abd7-ef7f7e7f5106.27040827f51d9659f956f8bd75c58ce2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/02a74013-c0f5-4df8-abd7-ef7f7e7f5106.27040827f51d9659f956f8bd75c58ce2.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,spices_extracts
"Spice World Spice World Garlic, 2.5 oz",1.64,"Garlice, Jumbo, Box 2.5 OZ Quality since 1949. Enjoy Spice World's complete line of fresh and ready-to-use garlic products. Also try our shallots and our complete line of spices, found in your grocer's produce aisle! 2.5 oz (70.8 g) Orlando, FL 32809","Garlic, Fresh, Jumbo Spice World Est. 1949. Enjoy Spice World's complete line of fresh and ready to use garlic products to elevate your favorite dish! Packed fresh daily. spiceworldinc.com. Product of USA.",Fresh Produce,https://i5.walmartimages.com/asr/479dacf0-7578-4321-97de-e47b7087ddfd.77265b774111649919b92db200d3f4cf.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/479dacf0-7578-4321-97de-e47b7087ddfd.77265b774111649919b92db200d3f4cf.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/479dacf0-7578-4321-97de-e47b7087ddfd.77265b774111649919b92db200d3f4cf.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Spice World Fresh Elephant Garlic, 1 Count",4.24,"Sweet and mild, Fresh Elephant Garlic is terrific for a mild garlic butter with mixed herbs. Elephant garlic bulbs are an excellent source of vitamins E, C, and A. Similar to conventional garlic, elephant garlic also contains allicin, which has been known for its antibacterial properties. Commonly used as a substitute for common garlic in cooking, use elephant garlic when you’re looking for a more subtle garlic flavor. You can Sautee elephant garlic, roast it, grill it, or use it raw in salads or dips. These large bulbs, sometimes as large as a man’s fist, are an excellent addition to any home cook’s arsenal. Add the distinctive zing of garlic to your dishes with Fresh Elephant Garlic.","Fresh Elephant Garlic Large bulbs with individual cloves Sweet and mild Milder flavor than conventional garlic Can be used as a substitute for conventional garlic in cooking Can be sautéed, roasted, grilled, or used raw in salads and dips",Fresh Produce,https://i5.walmartimages.com/asr/fb5bb6f7-eb88-4e53-8d43-8b34f814f898.b056c48ec957a1eba7a46e2d84fe415f.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/fb5bb6f7-eb88-4e53-8d43-8b34f814f898.b056c48ec957a1eba7a46e2d84fe415f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/fb5bb6f7-eb88-4e53-8d43-8b34f814f898.b056c48ec957a1eba7a46e2d84fe415f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,White,produce
"Spice World Organic Garlic Whole Fresh, 3 Count",2.48,"Take your culinary creations to the next level with fresh, flavorful Organic Garlic. Garlic's signature flavors become caramelized and sweeter when cooked, making it a perfect accompaniment to many dishes such as pasta, shrimp, chicken, stews, and more. Garlic also goes great in creamed soups, on all types of roasts, in a variety of egg dishes, or used simply with sauteed or roasted vegetables. To prepare garlic for cooking, you'll need to break it up into individual cloves and peel the skin. Once you've done this, you can mince the garlic by chopping it into fine pieces. Spice up your next meal with a tasty clove of fresh Organic Garlic.","Fresh organic &garlic Sleeve of 3 bulbs Must-have pantry staple Flavorful addition to a wide variety of recipes Add to pasta, shrimp, chicken, stews, and more Delivers a bold, pungent flavor when eaten raw but transforms into a lightly sweet and buttery flavor when cooked Explore all the delicious ways to add fresh garlic to your favorite recipes",Fresh Produce,https://i5.walmartimages.com/asr/a07ebf67-d986-4c99-b31f-9e5f02c7f3ff.1fa109f72eaffd82bb4a596796ae9d55.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/a07ebf67-d986-4c99-b31f-9e5f02c7f3ff.1fa109f72eaffd82bb4a596796ae9d55.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/a07ebf67-d986-4c99-b31f-9e5f02c7f3ff.1fa109f72eaffd82bb4a596796ae9d55.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Whole Organic Brown Mushrooms, 8 oz",3.12,"Experience the fresh taste of our Whole Organic Brown Mushrooms. Brown Mushrooms give you that same earthy taste you love about mushrooms but take it up a notch with their firm, meaty texture. Similar in size and shape to white mushrooms, Brown mushrooms are hardier and provide a deeper earthy taste. They're the same portabella mushrooms you've enjoyed before - they've just been harvested a few days earlier before becoming those large caps you've seen in vegetarian and vegan cuisines. With their hearty, full-bodied taste, brown mushrooms are an excellent addition to beef, wild game, and vegetable dishes. Plus, these whole brown mushrooms are certified USDA Organic, making them a wholesome addition to your diet. For a natural ingredient that will bring a marvelous taste and texture to your meal, be sure to try out our Whole Organic Brown Mushrooms.","USDA Organic Naturally fat free Cholesterol free Low in calories, carbs and sodium Fresh and all natural Pre-cleaned Natural source of the antioxidant selenium Excellent addition to beef, wild game and vegetable dishes",Fresh Produce,https://i5.walmartimages.com/asr/e723a328-3491-45c5-a388-efac50356e61.a8d4598b36a062639f709b6ead3145d0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e723a328-3491-45c5-a388-efac50356e61.a8d4598b36a062639f709b6ead3145d0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e723a328-3491-45c5-a388-efac50356e61.a8d4598b36a062639f709b6ead3145d0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Sliced Mushrooms, 8 Oz.",1.98,"Sliced Mushrooms, 8 Oz.",Sliced Mushrooms 8 Oz,Unbranded,https://i5.walmartimages.com/asr/c9b25c1e-8c2d-46e8-a5f0-dca533039172_1.09da76deec3198fecec36965d8282738.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/c9b25c1e-8c2d-46e8-a5f0-dca533039172_1.09da76deec3198fecec36965d8282738.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/c9b25c1e-8c2d-46e8-a5f0-dca533039172_1.09da76deec3198fecec36965d8282738.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Sliced Portabella Mushrooms 6 Oz,,short description is not available,Sliced Portabella Mushrooms 6 Oz,Fresh Produce,https://i5.walmartimages.com/asr/803ca6f7-7153-4616-8aba-509ca88806d0_1.5235d958c60018c958154dc70e652fff.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/803ca6f7-7153-4616-8aba-509ca88806d0_1.5235d958c60018c958154dc70e652fff.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/803ca6f7-7153-4616-8aba-509ca88806d0_1.5235d958c60018c958154dc70e652fff.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Texas Fresh Shiitake Mushrooms, 3.5 Oz.",4.68,"Texas Fresh: Shiitake Mushrooms, 3.5 oz","Texas Fresh: Shiitake Mushrooms, 3.5 oz",Unbranded,https://i5.walmartimages.com/asr/6b81b0d8-42bd-4e22-82a6-b1f325726f47_1.6b33c79a6053c1bf00ffc3e9325ac680.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/6b81b0d8-42bd-4e22-82a6-b1f325726f47_1.6b33c79a6053c1bf00ffc3e9325ac680.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/6b81b0d8-42bd-4e22-82a6-b1f325726f47_1.6b33c79a6053c1bf00ffc3e9325ac680.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
